url,title,published,keywords,text_file
https://www.malaysiakini.com/news/763089,Govt scapegoats LGBTQ+ community instead of tackling graft - PSM,"Wed, 10 Dec 2025 06:46:58 GMT",lgbt;lgbtq,malaysiakini_corpus/articles/763089.txt
https://www.malaysiakini.com/news/763087,Verdict on appeal by Zayn's mum to stay jail sentence set for Dec 23,"Wed, 10 Dec 2025 06:40:51 GMT",autistic,malaysiakini_corpus/articles/763087.txt
